"data-entry-id","data-entry-url","data-entry-votes","data-entry-comments","nsfw_indicator","timestamp"
"a758AAr","http://9gag.com/gag/a758AAr","6777","54","False","20140103023441"
"a9d6Leo","http://9gag.com/gag/a9d6Leo","7720","6","False","20140103023441"
"aXbLz49","http://9gag.com/gag/aXbLz49","9082","60","False","20140103023441"
"aLKzPPW","http://9gag.com/gag/aLKzPPW","7874","22","False","20140103023441"
"aM1Brbx","http://9gag.com/gag/aM1Brbx","6574","47","False","20140103023441"
"a4469gy","http://9gag.com/gag/a4469gy","8420","122","False","20140103023441"
"azbdEgz","http://9gag.com/gag/azbdEgz","7618","49","False","20140103023441"
"anYRKy0","http://9gag.com/gag/anYRKy0","9308","35","False","20140103023441"
"aKz1b5W","http://9gag.com/gag/aKz1b5W","9031","56","False","20140103023441"
"a75OKQe","http://9gag.com/gag/a75OKQe","7643","13","False","20140103023441"
"azb5yeN","http://9gag.com/gag/azb5yeN","6969","84","False","20140103233058"
"aM1BrYW","http://9gag.com/gag/aM1BrYW","7404","39","False","20140103233058"
"aKz1y3W","http://9gag.com/gag/aKz1y3W","6687","77","False","20140103233058"
"a6wDYz9","http://9gag.com/gag/a6wDYz9","8481","45","False","20140103233058"
"aNeL7Rr","http://9gag.com/gag/aNeL7Rr","6648","51","False","20140103233058"
"aQqgK2q","http://9gag.com/gag/aQqgK2q","7618","73","False","20140103233058"
"aM1dop6","http://9gag.com/gag/aM1dop6","8424","38","False","20140103233058"
"a2NMg19","http://9gag.com/gag/a2NMg19","7836","11","False","20140103233058"
"a8WAN0Q","http://9gag.com/gag/a8WAN0Q","8720","39","False","20140103233058"
"aRQLbAM","http://9gag.com/gag/aRQLbAM","8442","45","False","20140103233058"
"aeN4nPv","http://9gag.com/gag/aeN4nPv","12298","111","False","20140104032525"
"a5dVODE","http://9gag.com/gag/a5dVODE","6754","37","False","20140104032525"
"aD07KQZ","http://9gag.com/gag/aD07KQZ","7062","23","False","20140104032525"
"a8WA90e","http://9gag.com/gag/a8WA90e","9390","65","False","20140104032525"
"aBKZABN","http://9gag.com/gag/aBKZABN","7226","61","False","20140104032525"
"a44n8Xw","http://9gag.com/gag/a44n8Xw","6430","72","False","20140104032525"
"a758ByA","http://9gag.com/gag/a758ByA","7214","21","False","20140104032525"
"aeN4PGW","http://9gag.com/gag/aeN4PGW","7376","25","False","20140104032525"
"aD0794K","http://9gag.com/gag/aD0794K","7304","45","False","20140104032525"
"aXbLyVg","http://9gag.com/gag/aXbLyVg","11016","42","False","20140104032525"
"ab5eN59","http://9gag.com/gag/ab5eN59","7549","42","False","20140104042519"
"aG9LXY7","http://9gag.com/gag/aG9LXY7","8817","111","False","20140104042519"
"aD06AbK","http://9gag.com/gag/aD06AbK","8568","54","False","20140104042519"
"apq1Z78","http://9gag.com/gag/apq1Z78","8133","36","False","20140104042519"
"awrgEjx","http://9gag.com/gag/awrgEjx","7259","26","False","20140104042519"
"anYOD15","http://9gag.com/gag/anYOD15","7524","61","False","20140104042519"
"aM1BrOx","http://9gag.com/gag/aM1BrOx","8635","31","False","20140104042519"
"aZPnd46","http://9gag.com/gag/aZPnd46","7164","21","False","20140104042519"
"ab5eDVr","http://9gag.com/gag/ab5eDVr","7688","139","False","20140104042519"
"aeN4nPv","http://9gag.com/gag/aeN4nPv","14310","148","False","20140104042519"
"aD07BOZ","http://9gag.com/gag/aD07BOZ","7494","49","False","20140105061004"
"aqmRP6L","http://9gag.com/gag/aqmRP6L","7580","26","False","20140105061004"
"ay5qGEy","http://9gag.com/gag/ay5qGEy","6494","115","False","20140105061004"
"a8W6YPZ","http://9gag.com/gag/a8W6YPZ","8201","68","False","20140105061004"
"a5d6b2L","http://9gag.com/gag/a5d6b2L","8059","37","False","20140105061004"
"aZPnOvz","http://9gag.com/gag/aZPnOvz","6851","20","False","20140105061004"
"a75OyvL","http://9gag.com/gag/a75OyvL","7953","134","False","20140105061004"
"ajr10N8","http://9gag.com/gag/ajr10N8","8615","18","False","20140105061004"
"a9dzxPo","http://9gag.com/gag/a9dzxPo","7197","39","False","20140105061004"
"awr3bER","http://9gag.com/gag/awr3bER","9835","46","False","20140105061004"
"aPvxqrG","http://9gag.com/gag/aPvxqrG","6618","25","False","20140105173233"
"aAY6dpL","http://9gag.com/gag/aAY6dpL","8789","55","False","20140105173233"
"a09XbzO","http://9gag.com/gag/a09XbzO","9713","26","False","20140105173233"
"a8W6yYQ","http://9gag.com/gag/a8W6yYQ","8633","35","False","20140105173233"
"a3Y57z1","http://9gag.com/gag/a3Y57z1","8888","43","False","20140105173233"
"ab51pWr","http://9gag.com/gag/ab51pWr","7747","70","False","20140105173233"
"a9d6MGj","http://9gag.com/gag/a9d6MGj","10377","33","False","20140105173233"
"a1ANdz8","http://9gag.com/gag/a1ANdz8","10092","87","False","20140105173233"
"a75OvRq","http://9gag.com/gag/a75OvRq","7731","24","False","20140105173233"
"aBK6WW2","http://9gag.com/gag/aBK6WW2","8688","54","False","20140105173233"
"aAY6GBR","http://9gag.com/gag/aAY6GBR","8340","121","False","20140106060620"
"a1ANZ8b","http://9gag.com/gag/a1ANZ8b","8014","48","False","20140106060620"
"ajr1q38","http://9gag.com/gag/ajr1q38","8239","49","False","20140106060620"
"aKzAgRg","http://9gag.com/gag/aKzAgRg","7713","244","False","20140106060620"
"aLKz8K6","http://9gag.com/gag/aLKz8K6","10998","107","False","20140106060620"
"aOqedXr","http://9gag.com/gag/aOqedXr","8875","104","False","20140106060620"
"aeN1YBO","http://9gag.com/gag/aeN1YBO","6728","80","False","20140106060620"
"aVOo7Dy","http://9gag.com/gag/aVOo7Dy","11367","115","False","20140106060620"
"av01ZbM","http://9gag.com/gag/av01ZbM","6634","39","False","20140106060620"
"aNe9D8A","http://9gag.com/gag/aNe9D8A","7377","22","False","20140106060620"
"aYbEK97","http://9gag.com/gag/aYbEK97","6134","4","False","20140106024253"
"a6wXZgN","http://9gag.com/gag/a6wXZgN","7013","44","False","20140106024253"
"amX12jd","http://9gag.com/gag/amX12jd","9972","45","False","20140106024253"
"ab51pmb","http://9gag.com/gag/ab51pmb","8887","50","False","20140106024253"
"ab51yRv","http://9gag.com/gag/ab51yRv","8458","66","False","20140106024253"
"aXbMZX6","http://9gag.com/gag/aXbMZX6","7299","50","False","20140106024253"
"aKzAdLO","http://9gag.com/gag/aKzAdLO","10982","60","False","20140106024253"
"aWZ74nA","http://9gag.com/gag/aWZ74nA","9977","17","False","20140106024253"
"aEw6R5M","http://9gag.com/gag/aEw6R5M","13167","158","False","20140106024253"
"apq30Ep","http://9gag.com/gag/apq30Ep","9140","37","False","20140106024253"
"aeN1Knb","http://9gag.com/gag/aeN1Knb","7748","13","False","20140107074320"
"aVOo0LP","http://9gag.com/gag/aVOo0LP","9364","66","False","20140107074320"
"aEw60oN","http://9gag.com/gag/aEw60oN","7268","18","False","20140107074320"
"av01rjE","http://9gag.com/gag/av01rjE","8101","46","False","20140107074320"
"aAY6eDL","http://9gag.com/gag/aAY6eDL","8235","37","False","20140107074320"
"aLKzwZW","http://9gag.com/gag/aLKzwZW","13290","56","False","20140107074320"
"aG9ndDw","http://9gag.com/gag/aG9ndDw","9025","56","False","20140107074320"
"aNe9AZA","http://9gag.com/gag/aNe9AZA","7967","61","False","20140107074320"
"ab51gzL","http://9gag.com/gag/ab51gzL","11874","96","False","20140107074320"
"aBK612x","http://9gag.com/gag/aBK612x","11818","77","False","20140107074320"
"aKzAWo6","http://9gag.com/gag/aKzAWo6","11655","60","False","20140107221700"
"axN37bY","http://9gag.com/gag/axN37bY","7459","12","False","20140107221700"
"anYRvdE","http://9gag.com/gag/anYRvdE","7357","49","False","20140107221700"
"a9d6mBo","http://9gag.com/gag/a9d6mBo","10152","52","False","20140107221700"
"adN1BgB","http://9gag.com/gag/adN1BgB","9043","19","False","20140107221700"
"aqmXnrP","http://9gag.com/gag/aqmXnrP","10222","44","False","20140107221700"
"arp3WvB","http://9gag.com/gag/arp3WvB","8859","35","False","20140107221700"
"ay53NVy","http://9gag.com/gag/ay53NVy","8365","36","False","20140107221700"
"aEw60nK","http://9gag.com/gag/aEw60nK","11167","43","False","20140107221700"
"av01ZjZ","http://9gag.com/gag/av01ZjZ","9189","22","False","20140107221700"
"a4463OZ","http://9gag.com/gag/a4463OZ","7526","108","False","20140108041943"
"av01Wnq","http://9gag.com/gag/av01Wnq","7551","41","False","20140108041943"
"a446dV6","http://9gag.com/gag/a446dV6","7403","68","False","20140108041943"
"aD06j5w","http://9gag.com/gag/aD06j5w","8157","55","False","20140108041943"
"a3Y5865","http://9gag.com/gag/a3Y5865","7370","50","False","20140108041943"
"aBK6ZAz","http://9gag.com/gag/aBK6ZAz","9347","61","False","20140108041943"
"av011Xb","http://9gag.com/gag/av011Xb","10138","29","False","20140108041943"
"ay534rp","http://9gag.com/gag/ay534rp","13088","86","False","20140108041943"
"aQqvAjr","http://9gag.com/gag/aQqvAjr","9440","205","False","20140108041943"
"a09X6QL","http://9gag.com/gag/a09X6QL","7940","38","False","20140108041943"
"aG9nn1K","http://9gag.com/gag/aG9nn1K","8530","25","False","20140108100926"
"anYRG85","http://9gag.com/gag/anYRG85","8383","44","False","20140108100926"
"apq3GQp","http://9gag.com/gag/apq3GQp","9194","221","False","20140108100926"
"aOqe9j2","http://9gag.com/gag/aOqe9j2","8681","23","False","20140108100926"
"ab514Pp","http://9gag.com/gag/ab514Pp","8300","72","False","20140108100926"
"arp3AgV","http://9gag.com/gag/arp3AgV","8431","92","False","20140108100926"
"a75O8KA","http://9gag.com/gag/a75O8KA","7470","58","False","20140108100926"
"amX118j","http://9gag.com/gag/amX118j","7338","61","False","20140108100926"
"a446bq1","http://9gag.com/gag/a446bq1","8944","30","False","20140108100926"
"aoz3390","http://9gag.com/gag/aoz3390","10615","38","False","20140108100926"
"aEw6oEe","http://9gag.com/gag/aEw6oEe","9408","63","False","20140109072933"
"aLKzLPV","http://9gag.com/gag/aLKzLPV","6040","18","False","20140109072933"
"anYRxd0","http://9gag.com/gag/anYRxd0","9519","24","False","20140109072933"
"aRQ4vXq","http://9gag.com/gag/aRQ4vXq","10333","261","False","20140109072933"
"a9d688o","http://9gag.com/gag/a9d688o","8718","69","False","20140109072933"
"aZP1vnp","http://9gag.com/gag/aZP1vnp","8286","56","False","20140109072933"
"agy182w","http://9gag.com/gag/agy182w","9575","33","False","20140109072933"
"a09X6Ov","http://9gag.com/gag/a09X6Ov","7357","49","False","20140109072933"
"aqmXQDM","http://9gag.com/gag/aqmXQDM","8486","75","False","20140109072933"
"aoz3nQ2","http://9gag.com/gag/aoz3nQ2","10293","71","False","20140109072933"
"a3Y58N3","http://9gag.com/gag/a3Y58N3","7120","27","False","20140109051439"
"aYbERmO","http://9gag.com/gag/aYbERmO","8891","38","False","20140109051439"
"aVOog5P","http://9gag.com/gag/aVOog5P","8327","60","False","20140109051439"
"aqmXx7Z","http://9gag.com/gag/aqmXx7Z","6971","36","False","20140109051439"
"aD06Xo7","http://9gag.com/gag/aD06Xo7","11107","68","False","20140109051439"
"aQqvAvK","http://9gag.com/gag/aQqvAvK","7474","24","False","20140109051439"
"ajr1XvG","http://9gag.com/gag/ajr1XvG","8447","62","False","20140109051439"
"a5d65Dq","http://9gag.com/gag/a5d65Dq","9121","58","False","20140109051439"
"aKzApQj","http://9gag.com/gag/aKzApQj","8163","16","False","20140109051439"
"agy11DK","http://9gag.com/gag/agy11DK","10566","65","False","20140109051439"
"aoz3Gy2","http://9gag.com/gag/aoz3Gy2","6408","42","False","20140110054703"
"azbdzgq","http://9gag.com/gag/azbdzgq","8426","42","False","20140110054703"
"awr3vEx","http://9gag.com/gag/awr3vEx","7389","474","False","20140110054703"
"aVOo9ny","http://9gag.com/gag/aVOo9ny","8197","40","False","20140110054703"
"a2NwAj1","http://9gag.com/gag/a2NwAj1","7844","65","False","20140110054703"
"ab51Ljr","http://9gag.com/gag/ab51Ljr","7014","37","False","20140110054703"
"aYbEGbv","http://9gag.com/gag/aYbEGbv","7633","10","False","20140110054703"
"axN3O9Y","http://9gag.com/gag/axN3O9Y","10199","92","False","20140110054703"
"a8W6V23","http://9gag.com/gag/a8W6V23","8177","82","False","20140110054703"
"amX1xY6","http://9gag.com/gag/amX1xY6","7834","129","False","20140110054703"
"aAY6z00","http://9gag.com/gag/aAY6z00","7825","165","False","20140110103931"
"a09Xn1B","http://9gag.com/gag/a09Xn1B","7724","46","False","20140110103931"
"ay53vWr","http://9gag.com/gag/ay53vWr","7418","64","False","20140110103931"
"a5d6gPy","http://9gag.com/gag/a5d6gPy","7421","61","False","20140110103931"
"aBK6EEQ","http://9gag.com/gag/aBK6EEQ","8559","24","False","20140110103931"
"amX1Q0X","http://9gag.com/gag/amX1Q0X","8000","216","False","20140110103931"
"axN389b","http://9gag.com/gag/axN389b","8224","71","False","20140110103931"
"aKzAWM6","http://9gag.com/gag/aKzAWM6","7249","105","False","20140110103931"
"a4465Bd","http://9gag.com/gag/a4465Bd","7563","41","False","20140110103931"
"aOqeG8D","http://9gag.com/gag/aOqeG8D","10102","122","False","20140110103931"
"azbdQ2N","http://9gag.com/gag/azbdQ2N","6674","60","False","20140111062109"
"awr39Wx","http://9gag.com/gag/awr39Wx","7000","122","False","20140111062109"
"awr3DNR","http://9gag.com/gag/awr3DNR","7850","27","False","20140111062109"
"aVOomAd","http://9gag.com/gag/aVOomAd","6521","60","False","20140111062109"
"a1AN57Y","http://9gag.com/gag/a1AN57Y","6214","111","False","20140111062109"
"aYbEm27","http://9gag.com/gag/aYbEm27","7251","51","False","20140111062109"
"aPvmrnw","http://9gag.com/gag/aPvmrnw","7409","49","False","20140111062109"
"a8W6D2Y","http://9gag.com/gag/a8W6D2Y","7390","36","False","20140111062109"
"aD06Z6Z","http://9gag.com/gag/aD06Z6Z","7631","69","False","20140111062109"
"azbdOYZ","http://9gag.com/gag/azbdOYZ","7771","47","False","20140111062109"
"aD06MPx","http://9gag.com/gag/aD06MPx","6707","40","False","20140111033129"
"aBK6MyZ","http://9gag.com/gag/aBK6MyZ","7357","57","False","20140111033129"
"aAY6Lq9","http://9gag.com/gag/aAY6Lq9","7079","29","False","20140111033129"
"aXbMzrd","http://9gag.com/gag/aXbMzrd","8755","139","False","20140111033129"
"a5d615N","http://9gag.com/gag/a5d615N","7251","47","False","20140111033129"
"aPvm8PV","http://9gag.com/gag/aPvm8PV","6445","51","False","20140111033129"
"arp3ZM5","http://9gag.com/gag/arp3ZM5","7265","25","False","20140111033129"
"awr39jW","http://9gag.com/gag/awr39jW","13890","153","False","20140111033129"
"azbd4oj","http://9gag.com/gag/azbd4oj","7717","42","False","20140111033129"
"a8W69GO","http://9gag.com/gag/a8W69GO","9731","17","False","20140111033129"
"aZP19Rp","http://9gag.com/gag/aZP19Rp","7832","29","False","20140112093605"
"a2NwOvZ","http://9gag.com/gag/a2NwOvZ","7104","30","False","20140112093605"
"aeN1z0j","http://9gag.com/gag/aeN1z0j","7280","70","False","20140112093605"
"aeN1EPB","http://9gag.com/gag/aeN1EPB","7350","45","False","20140112093605"
"ab51jm8","http://9gag.com/gag/ab51jm8","7272","32","False","20140112093605"
"agy1zDx","http://9gag.com/gag/agy1zDx","9537","58","False","20140112093605"
"aVOoBYO","http://9gag.com/gag/aVOoBYO","9787","37","False","20140112093605"
"aEw6Wmx","http://9gag.com/gag/aEw6Wmx","8128","26","False","20140112093605"
"aAY6v70","http://9gag.com/gag/aAY6v70","7383","88","False","20140112093605"
"aZP14z3","http://9gag.com/gag/aZP14z3","7372","88","False","20140112093605"
"azbdpQz","http://9gag.com/gag/azbdpQz","6382","200","False","20140112112911"
"aYbERQw","http://9gag.com/gag/aYbERQw","8579","29","False","20140112112911"
"aLKe6dz","http://9gag.com/gag/aLKe6dz","9633","123","False","20140112112911"
"amX1nv6","http://9gag.com/gag/amX1nv6","7971","69","False","20140112112911"
"amX1RgV","http://9gag.com/gag/amX1RgV","9279","36","False","20140112112911"
"a8W6Vwe","http://9gag.com/gag/a8W6Vwe","8863","54","False","20140112112911"
"aXbMe2g","http://9gag.com/gag/aXbMe2g","10367","55","False","20140112112911"
"aAY67Xd","http://9gag.com/gag/aAY67Xd","8417","26","False","20140112112911"
"ay53jmr","http://9gag.com/gag/ay53jmr","7923","42","False","20140112112911"
"aBK6MGx","http://9gag.com/gag/aBK6MGx","7678","32","False","20140112112911"
"a5d65Bg","http://9gag.com/gag/a5d65Bg","9924","30","False","20140113075045"
"aBK6MVN","http://9gag.com/gag/aBK6MVN","7157","29","False","20140113075045"
"awrmN61","http://9gag.com/gag/awrmN61","8385","72","False","20140113075045"
"a9d6xn1","http://9gag.com/gag/a9d6xn1","9008","28","False","20140113075045"
"a6wX8gq","http://9gag.com/gag/a6wX8gq","10219","60","False","20140113075045"
"av01KYE","http://9gag.com/gag/av01KYE","10693","42","False","20140113075045"
"ajr1yo0","http://9gag.com/gag/ajr1yo0","7495","40","False","20140113075045"
"a6w9Q6R","http://9gag.com/gag/a6w9Q6R","8632","62","False","20140113075045"
"a75Om0m","http://9gag.com/gag/a75Om0m","7676","18","False","20140113075045"
"a75OYAr","http://9gag.com/gag/a75OYAr","14325","347","False","20140113075045"
"aZP1OG0","http://9gag.com/gag/aZP1OG0","8466","43","False","20140113122455"
"a9d6oGK","http://9gag.com/gag/a9d6oGK","8662","190","False","20140113122455"
"a09VjgO","http://9gag.com/gag/a09VjgO","7015","43","False","20140113122455"
"a9d6ee1","http://9gag.com/gag/a9d6ee1","8078","44","False","20140113122455"
"aLKeMmz","http://9gag.com/gag/aLKeMmz","10023","55","False","20140113122455"
"aXbMm4b","http://9gag.com/gag/aXbMm4b","8878","23","False","20140113122455"
"aG9nmzn","http://9gag.com/gag/aG9nmzn","10148","147","False","20140113122455"
"aOqe6xv","http://9gag.com/gag/aOqe6xv","10698","85","False","20140113122455"
"ay548rW","http://9gag.com/gag/ay548rW","7469","22","False","20140113122455"
"amXGqxj","http://9gag.com/gag/amXGqxj","9353","69","False","20140113122455"
"aM1BpPW","http://9gag.com/gag/aM1BpPW","7344","22","False","20140114182041"
"aqm8nKM","http://9gag.com/gag/aqm8nKM","9634","69","False","20140114182041"
"ajrO0OQ","http://9gag.com/gag/ajrO0OQ","9180","69","False","20140114182041"
"aNe9XMr","http://9gag.com/gag/aNe9XMr","8113","41","False","20140114182041"
"a9dvnzj","http://9gag.com/gag/a9dvnzj","7987","45","False","20140114182041"
"apqDBVE","http://9gag.com/gag/apqDBVE","12288","168","False","20140114182041"
"aQqvLBr","http://9gag.com/gag/aQqvLBr","9663","24","False","20140114182041"
"apqDG6W","http://9gag.com/gag/apqDG6W","9551","67","False","20140114182041"
"awr3W18","http://9gag.com/gag/awr3W18","8097","53","False","20140114182041"
"a9dvYgD","http://9gag.com/gag/a9dvYgD","7820","99","False","20140114182041"
"aWZ7VgK","http://9gag.com/gag/aWZ7VgK","7409","69","False","20140114133645"
"aVOoygw","http://9gag.com/gag/aVOoygw","8018","55","False","20140114133645"
"aOqewnr","http://9gag.com/gag/aOqewnr","8443","113","False","20140114133645"
"aWZ7Ae4","http://9gag.com/gag/aWZ7Ae4","8500","23","False","20140114133645"
"aD06L5x","http://9gag.com/gag/aD06L5x","8052","63","False","20140114133645"
"aAY6LjZ","http://9gag.com/gag/aAY6LjZ","7906","27","False","20140114133645"
"a446M6Q","http://9gag.com/gag/a446M6Q","9388","63","False","20140114133645"
